Platform, Player
4.87498, 3.623221
4.87498, 3.600772
4.87498, 3.577646
4.87498, 3.553267
4.803061, 3.530443
4.803061, 14.16683
4.803061, 3.481712
4.803061, 3.458579
4.803061, 3.434646
4.803061, 3.411336
4.803061, 3.386916
4.803061, 3.364102
4.895866, 3.338296
4.895866, 16.35697
4.895866, 3.288944
4.895866, 3.263095
4.895866, 3.240844
4.895866, 3.218375
4.895866, 3.195704
4.895866, 3.170906
4.895866, 3.148126
5.468225, 3.123672
5.468225, 16.03514
5.468225, 3.065937
5.468225, 3.039188
5.468225, 3.011559
5.468225, 2.98583
5.468225, 2.961294
4.835689, 2.934052
4.835689, 17.63383
4.835689, 2.88169
4.835689, 2.857146
4.835689, 2.83107
4.835689, 2.806106
4.835689, 2.781127
4.835689, 2.757406
5.219936, 2.729184
5.219936, 19.81635
5.219936, 2.675042
5.219936, 2.649856
5.219936, 2.624178
5.219936, 2.599506
5.219936, 2.574142
4.587948, 2.549146
4.587948, 19.35126
4.587948, 2.494832
4.587948, 2.468724
4.587948, 2.447364
4.587948, 2.42423
4.587948, 2.401666
4.587948, 2.379341
4.952073, 2.354869
4.952073, 21.13809
4.952073, 2.29837
4.952073, 2.270518
4.952073, 2.246539
4.952073, 2.223157
4.952073, 2.197065
4.952073, 2.171912
5.256116, 2.148563
5.256116, 26.15204
5.256116, 2.100343
5.256116, 2.078755
5.256116, 2.056062
5.256116, 2.031835
5.256116, 2.007614
5.256116, 1.985143
4.763448, 1.961598
4.763448, 26.38194
4.763448, 1.913836
4.763448, 1.892102
4.763448, 1.865861
4.763448, 1.8387
4.763448, 1.810095
4.763448, 1.781176
5.377769, 1.750781
5.377769, 23.28865
5.377769, 1.687014
5.377769, 1.659572
5.377769, 1.631351
5.377769, 1.601366
4.508924, 1.57371
4.508924, 22.09864
4.508924, 1.517449
4.508924, 1.493676
4.508924, 1.468975
4.508924, 1.446856
4.508924, 1.421809
5.468392, 1.359135
5.468392, 31.01163
5.468392, 1.30382
5.468392, 1.277369
5.468392, 1.250283
5.468392, 1.223162
5.468392, 1.200143
4.682374, 1.175463
4.682374, 29.18215
4.682374, 1.122766
4.682374, 1.099222
4.682374, 1.071866
4.682374, 1.044897
4.682374, 1.019917
4.682374, 0.9925148
5.252314, 0.9692516
5.252314, 36.58666
5.252314, 0.9134052
5.252314, 0.8819516
5.252314, 0.8519598
5.252314, 0.8230478
4.459715, 0.7942949
4.459715, 24.32461
4.459715, 0.7306364
4.459715, 0.7021551
4.459715, 0.6739988
4.459715, 0.6438726
4.459715, 0.6149541
5.160236, 0.5918549
5.160236, 37.52699
5.160236, 0.5437735
5.160236, 0.5215999
5.160236, 0.4990132
5.160236, 0.4765255
5.160236, 0.4501337
5.160236, 0.4284892
5.160236, 0.4057221
5.346584, 0.3821226
5.346584, 43.70933
5.346584, 0.334107
5.346584, 0.3095262
5.346584, 0.2872336
5.346584, 0.2648862
5.346584, 0.2419765
5.346584, 0.2197763
4.757237, 0.1953054
4.757237, 39.0422
4.757237, 0.1456906
4.757237, 0.1199613
4.757237, 0.09656143
4.757237, 0.0713878
4.757237, 0.04774165
4.757237, 0.02617607
4.956079, 0.0009223513
4.956079, 75.63875
4.956079, -0.04733105
4.956079, 4.933878
4.956079, 4.910382
4.956079, 4.888184
4.956079, 4.863057
4.956079, 4.840918
4.956079, 4.81807
5.311537, 4.796065
5.311537, 4.773696
5.311537, 4.747676
5.311537, 4.725179
5.311537, 4.70054
5.311537, 4.677492
5.311537, 4.653292
5.311537, 4.628672
4.832006, 4.606186
4.832006, 4.583085
4.832006, 4.557556
4.832006, 4.53407
4.832006, 4.509651
4.832006, 4.489143
4.832006, 4.466379
4.832006, 4.444499
4.832006, 4.419543
5.311608, 4.397674
5.311608, 4.376358
5.311608, 4.351925
5.311608, 4.330343
5.311608, 4.309044
5.311608, 4.286949
5.311608, 4.265981
5.311608, 4.241468
4.611683, 4.216786
4.611683, 4.194257
4.611683, 4.167634
4.611683, 4.144924
4.611683, 4.115751
4.611683, 4.091042
4.611683, 4.067839
4.611683, 4.044695
4.954028, 4.022439
4.954028, 4.001849
4.954028, 3.975736
4.954028, 3.954004
4.954028, 3.92369
4.954028, 3.900872
4.954028, 3.877729
4.954028, 3.855551
4.954028, 3.832659
5.407572, 3.81041
5.407572, 11.20661
5.407572, 3.758104
5.407572, 3.737519
5.407572, 3.716914
5.407572, 3.696626
5.407572, 3.677308
5.407572, 3.6594
5.407572, 3.640574
4.934072, 3.616763
4.934072, 13.98448
4.934072, 3.570243
4.934072, 3.550619
4.934072, 3.530916
4.934072, 3.509187
4.934072, 3.489376
4.934072, 3.463336
4.934072, 3.442128
4.992652, 3.420817
4.992652, 16.60803
4.992652, 3.373703
4.992652, 3.35026
4.992652, 3.330324
4.992652, 3.305784
4.992652, 3.28348
4.992652, 3.260115
4.642105, 3.238585
4.642105, 18.05064
4.642105, 3.194061
4.642105, 3.172543
4.642105, 3.150505
4.642105, 3.129705
4.642105, 3.109173
4.642105, 3.088485
4.642105, 3.069848
4.642105, 3.047754
5.396938, 3.026783
5.396938, 21.88446
5.396938, 2.98037
5.396938, 2.957621
5.396938, 2.934383
5.396938, 2.912175
5.396938, 2.889072
5.396938, 2.867374
4.704523, 2.842108
4.704523, 20.26324
4.704523, 2.794252
4.704523, 2.77006
4.704523, 2.746961
4.704523, 2.724222
4.704523, 2.702663
4.704523, 2.680154
4.704523, 2.65788
5.240655, 2.636738
5.240655, 20.5131
5.240655, 2.584783
5.240655, 2.562132
5.240655, 2.539034
5.240655, 2.515735
5.240655, 2.494836
5.240655, 2.47311
4.804921, 2.448017
4.804921, 22.83823
4.804921, 2.399331
4.804921, 2.374192
4.804921, 2.350926
4.804921, 2.325875
4.804921, 2.302408
4.804921, 2.277762
4.924798, 2.254764
4.924798, 24.18093
4.924798, 2.206262
4.924798, 2.185031
4.924798, 2.163538
4.924798, 2.141766
4.924798, 2.118343
4.924798, 2.097631
4.924798, 2.075674
5.171514, 2.051735
5.171514, 29.0449
5.171514, 2.004257
5.171514, 1.982185
5.171514, 1.957767
5.171514, 1.933953
5.171514, 1.911277
5.171514, 1.887237
4.772997, 1.864638
4.772997, 26.77233
4.772997, 1.817351
4.772997, 1.795597
4.772997, 1.772923
4.772997, 1.748384
4.772997, 1.727252
4.772997, 1.703399
4.772997, 1.681629
5.20618, 1.660268
5.20618, 30.13929
5.20618, 1.611931
5.20618, 1.587599
5.20618, 1.56626
5.20618, 1.542814
5.20618, 1.521074
5.20618, 1.500092
5.20618, 1.479569
5.187273, 1.456686
5.187273, 30.10947
5.187273, 1.407761
5.187273, 1.387212
5.187273, 1.368405
5.187273, 1.346817
5.187273, 1.324306
5.187273, 1.3007
4.564452, 1.277636
4.564452, 30.65174
4.564452, 1.231013
4.564452, 1.210788
4.564452, 1.191139
4.564452, 1.17094
4.564452, 1.149098
4.564452, 1.126742
4.564452, 1.105626
4.564452, 1.083426
5.472207, 1.062944
5.472207, 39.4692
5.472207, 1.01724
5.472207, 0.9956869
5.472207, 0.9698815
5.472207, 0.9469497
5.472207, 0.925607
5.472207, 0.9022331
4.609513, 0.8821003
4.609513, 31.96408
4.609513, 0.8314776
4.609513, 0.8033878
4.609513, 0.7787248
4.609513, 0.7540628
4.609513, 0.7293318
4.609513, 0.7040537
5.085325, 0.6823716
5.085325, 35.9193
5.085325, 0.6330087
5.085325, 0.6078845
5.085325, 0.5848022
5.085325, 0.5589479
5.085325, 0.5356889
5.085325, 0.5107362
5.042648, 0.4844851
5.042648, 39.14934
5.042648, 0.4369342
5.042648, 0.413838
5.042648, 0.3873338
5.042648, 0.3659767
5.042648, 0.3429246
5.042648, 0.3160461
4.874158, 0.2934509
4.874158, 32.95662
4.874158, 0.2372085
4.874158, 0.2098533
4.874158, 0.1805231
4.874158, 0.1529067
4.874158, 0.1245623
4.98755, 0.09742733
4.98755, 33.97154
4.98755, 0.03851892
4.98755, 0.01005028
4.98755, -0.01874851
4.98755, 4.962259
4.872108, 4.912708
4.872108, 28.3324
4.872108, 4.858913
4.872108, 4.830358
4.872108, 4.803528
4.872108, 4.779593
4.872108, 4.753748
4.872108, 4.728422
5.304265, 4.704555
5.304265, 6.559942
5.304265, 4.656005
5.304265, 4.634228
5.304265, 4.612767
5.304265, 4.591915
5.304265, 4.569037
5.304265, 4.548538
5.304265, 4.526149
5.15461, 4.502259
5.15461, 7.989545
5.15461, 4.45443
5.15461, 4.430317
5.15461, 4.404263
5.15461, 4.376128
5.15461, 4.34883
4.587269, 4.322316
4.587269, 8.177711
4.587269, 4.264757
4.587269, 4.236388
4.587269, 4.208465
4.587269, 4.180472
4.587269, 4.153247
5.007076, 4.125729
5.007076, 9.943543
5.007076, 4.069031
5.007076, 4.042582
5.007076, 4.014694
5.007076, 3.989193
5.007076, 3.963555
5.007076, 3.936951
5.45063, 3.911799
5.45063, 11.56597
5.45063, 3.854459
5.45063, 3.828019
5.45063, 3.80288
5.45063, 3.773993
5.45063, 3.74659
4.930115, 3.718116
4.930115, 11.81247
4.930115, 3.659848
4.930115, 3.631672
4.930115, 3.606024
4.930115, 3.578251
4.930115, 3.550338
5.044603, 3.520495
5.044603, 13.2953
5.044603, 3.458395
5.044603, 3.431372
5.044603, 3.405747
5.044603, 3.379714
5.044603, 3.353456
4.923677, 3.32688
4.923677, 14.6504
4.923677, 3.270238
4.923677, 3.24455
4.923677, 3.219748
4.923677, 3.191726
4.923677, 3.164264
4.903698, 3.134877
4.903698, 16.37729
4.903698, 3.081133
4.903698, 3.055921
4.903698, 3.030187
4.903698, 3.004251
4.903698, 2.978826
4.645777, 2.952457
4.645777, 17.15717
4.645777, 2.900131
4.645777, 2.87393
4.645777, 2.84786
4.645777, 2.823677
4.645777, 2.800562
4.645777, 2.775383
5.132532, 2.750872
5.132532, 21.07122
5.132532, 2.695465
5.132532, 2.668651
5.132532, 2.64409
5.132532, 2.617526
5.132532, 2.591618
5.132532, 2.566342
5.431271, 2.538081
5.431271, 22.83884
5.431271, 2.485207
5.431271, 2.462258
5.431271, 2.441072
5.431271, 2.417046
5.431271, 2.390957
4.426622, 2.364184
4.426622, 20.46664
4.426622, 2.310139
4.426622, 2.280194
4.426622, 2.26004
4.426622, 2.237683
4.426622, 2.216014
4.426622, 2.196069
4.426622, 2.176564
5.3617, 2.153735
5.3617, 30.43465
5.3617, 2.110353
5.3617, 2.088877
5.3617, 2.064687
5.3617, 2.043715
5.3617, 2.023511
5.3617, 2.001544
5.3617, 1.978106
4.968309, 1.958891
4.968309, 26.86093
4.968309, 1.907022
4.968309, 1.884785
4.968309, 1.863312
4.968309, 1.843004
4.968309, 1.816471
4.968309, 1.796227
4.826784, 1.769565
4.826784, 29.19731
4.826784, 1.720672
4.826784, 1.697108
4.826784, 1.676577
4.826784, 1.653637
4.826784, 1.633482
4.826784, 1.610584
4.826784, 1.590613
5.198336, 1.565268
5.198336, 33.26461
5.198336, 1.519437
5.198336, 1.495301
5.198336, 1.471578
5.198336, 1.448033
5.198336, 1.427183
5.198336, 1.402622
4.722738, 1.380209
4.722738, 27.71816
4.722738, 1.33167
4.722738, 1.308908
4.722738, 1.28392
4.722738, 1.25864
4.722738, 1.236454
4.722738, 1.212209
4.722738, 1.191147
5.353117, 1.170085
5.353117, 32.69585
5.353117, 1.121108
5.353117, 1.099522
5.353117, 1.074489
5.353117, 1.050587
5.353117, 1.030239
5.353117, 1.009243
5.353117, 0.9884566
5.148554, 0.9679013
5.148554, 37.85261
5.148554, 0.9217238
5.148554, 0.893901
5.148554, 0.8720676
5.148554, 0.8506789
5.148554, 0.8260649
5.148554, 0.8059942
4.640436, 0.7857043
4.640436, 31.26354
4.640436, 0.7359521
4.640436, 0.7153357
4.640436, 0.6866688
4.640436, 0.6626433
4.640436, 0.6358064
4.640436, 0.6113394
5.008125, 0.5895207
5.008125, 36.86627
5.008125, 0.5402029
5.008125, 0.5186591
5.008125, 0.4971973
5.008125, 0.4768822
5.008125, 0.4503551
5.008125, 0.4267106
5.008125, 0.4060002
5.288887, 0.3818282
5.288887, 40.0813
5.288887, 0.3303073
5.288887, 0.3094926
5.288887, 0.2843084
5.288887, 0.2615329
5.288887, 0.2330481
5.288887, 0.2061637
-4.877615, 0.1827082
-4.877615, 0.1592368
-4.877615, 0.1333027
-4.877615, 0.1114869
-4.877615, 0.08482491
-4.877615, 0.06112788
-4.877615, 0.03883611
-4.877615, 0.01255448
-4.992771, -0.0136101
-4.992771, -0.03646318
-4.992771, -0.06216674
-4.992771, -0.08914465
-4.992771, -0.1139156
-4.992771, -0.1390065
-4.992771, -0.1635304
-4.992771, -0.1883875
-5.022955, -0.2110143
-5.022955, -0.2357966
-5.022955, -0.2620023
-5.022955, -0.286137
-5.022955, -0.3095064
-5.022955, -0.3323196
-5.022955, -0.3553567
-4.394054, -0.3827388
-4.394054, -0.4105311
-4.394054, -0.4386247
-4.394054, -0.4627743
-4.394054, -0.4845781
-4.394054, -0.5076364
-4.394054, -0.5322833
-4.394054, -0.554745
-4.394054, -0.5774496
-5.479097, -0.5979291
-5.479097, -0.6227492
-5.479097, -0.6505249
-5.479097, -0.672954
-5.479097, -0.6966288
-5.479097, -0.7219821
-5.479097, -0.7468168
-5.479097, -0.7733263
-5.034685, -0.7954566
-5.034685, -0.8212745
-5.034685, -0.8507385
-5.034685, -0.8762665
-5.034685, -0.917021
-5.034685, -0.9469709
-5.034685, -0.969859
-5.024624, -0.9926404
-5.024624, -1.022624
-5.024624, -1.044884
-5.024624, -1.070582
-5.024624, -1.092399
-5.024624, -1.114117
-5.024624, -1.137429
-5.024624, -1.160204
-4.843283, -1.182972
-4.843283, -1.203653
-4.843283, -1.22852
-4.843283, -1.250903
-4.843283, -1.274424
-4.843283, -1.294036
-4.843283, -1.314937
-4.843283, -1.341229
-4.643965, -1.365117
-4.643965, -1.390056
-4.643965, -1.414591
-4.643965, -1.436122
-4.643965, -1.459484
-4.643965, -1.483963
-4.643965, -1.504637
-4.643965, -1.527661
-4.643965, -1.55013
-5.338478, -1.574611
-5.338478, -1.599304
-5.338478, -1.626254
-5.338478, -1.648767
-5.338478, -1.669676
-5.338478, -1.694312
-5.338478, -1.71868
-5.338478, -1.741016
-4.833841, -1.764314
-4.833841, -1.810731
-4.833841, -1.836142
-4.833841, -1.860696
-4.833841, -1.884255
-4.833841, -1.906592
-4.833841, -1.931873
-4.910707, -1.956665
-4.910707, -1.977865
-4.910707, -2.005836
-4.910707, -2.029991
-4.910707, -2.054175
-4.910707, -2.079123
-4.910707, -2.104569
-4.910707, -2.132046
-5.089998, -2.156527
-5.089998, -2.177692
-5.089998, -2.203711
-5.089998, -2.228272
-5.089998, -2.249507
-5.089998, -2.271938
-5.089998, -2.293814
-5.089998, -2.315874
-5.089998, -2.33674
-5.190325, -2.360286
-5.190325, -2.384478
-5.190325, -2.408875
-5.190325, -2.43004
-5.190325, -2.450226
-5.190325, -2.471493
-5.190325, -2.493676
-5.190325, -2.514864
-4.78878, -2.548423
-4.78878, -2.576759
-4.78878, -2.602571
-4.78878, -2.623599
-4.78878, -2.643881
-4.78878, -2.664609
-4.78878, -2.689032
-4.78878, -2.711004
-4.78878, -2.73333
-5.258179, -2.754774
-5.258179, -2.775117
-5.258179, -2.800041
-5.258179, -2.822119
-5.258179, -2.84481
-5.258179, -2.866508
-5.258179, -2.889836
-5.258179, -2.909862
-5.258179, -2.930588
-4.983664, -2.950095
-4.983664, -2.969434
-4.983664, -2.99537
-4.983664, -3.01668
-4.983664, -3.038517
-4.983664, -3.060256
-4.983664, -3.080686
-4.983664, -3.103021
-4.983664, -3.124632
-5.067873, -3.148765
-5.067873, -3.17045
-5.067873, -3.195326
-5.067873, -3.217792
-5.067873, -3.237178
-5.067873, -3.257258
-5.067873, -3.278422
-5.067873, -3.3037
-5.067873, -3.325094
-5.05867, -3.347408
-5.05867, -3.3693
-5.05867, -3.393123
-5.05867, -3.41359
-5.05867, -3.435415
-5.05867, -3.460224
-5.05867, -3.481522
-5.05867, -3.501488
-4.455662, -3.522289
-4.455662, -3.547226
-4.455662, -3.573118
-4.455662, -3.59414
-4.455662, -3.616049
-4.455662, -3.635775
-4.455662, -3.65608
-4.455662, -3.67713
-4.455662, -3.698391
-4.455662, -3.720335
-5.578327, -3.741045
-5.578327, -3.762468
-5.578327, -3.787168
-5.578327, -3.80912
-5.578327, -3.829284
-5.578327, -3.85358
-5.578327, -3.875266
-5.578327, -3.895212
-4.511976, -3.918254
-4.511976, -3.941843
-4.511976, -3.965072
-4.511976, -3.986745
-4.511976, -4.009316
-4.511976, -4.031466
-4.511976, -4.053432
-4.511976, -4.07855
-4.511976, -4.101732
-5.20978, -4.123043
-5.20978, -4.14433
-5.20978, -4.170258
-5.20978, -4.192395
-5.20978, -4.213753
-5.20978, -4.234814
-5.20978, -4.255478
-5.20978, -4.275158
-5.20978, -4.296053
-5.039525, -4.320435
-5.039525, -4.343165
-5.039525, -4.366445
-5.039525, -4.387969
-5.039525, -4.409379
-5.039525, -4.430764
-5.039525, -4.453194
-5.039525, -4.473979
-5.039525, -4.498333
-5.117416, -4.521446
-5.117416, -4.544146
-5.117416, -4.568903
-5.117416, -4.590363
-5.117416, -4.611454
-5.117416, -4.633386
-5.117416, -4.657515
-5.117416, -4.680034
-4.687381, -4.705328
-4.687381, -4.728432
-4.687381, -4.752695
-4.687381, -4.774404
-4.687381, -4.797303
-4.687381, -4.819329
-4.687381, -4.842613
-4.687381, -4.866549
-4.687381, -4.888953
-5.245614, -4.91125
-5.245614, -4.935569
-5.245614, -4.9598
-5.245614, -4.981385
-5.245614, -5.003895
-5.245614, -5.027593
-5.245614, -5.048413
-5.245614, -5.070419
-5.245614, -5.091388
-5.146146, -5.112926
-5.146146, -5.134085
-5.146146, -5.160753
-5.146146, -5.183103
-5.146146, -5.203974
-5.146146, -5.225051
-5.146146, -5.245782
-5.146146, -5.267566
-4.597855, -5.293473
-4.597855, -5.321481
-4.597855, -5.352288
-4.597855, -5.375144
-4.597855, -5.395584
-4.597855, -5.416852
-4.597855, -5.438621
-4.597855, -5.461501
-4.597855, -5.485575
-5.449462, -5.507061
-5.449462, -5.529135
-5.449462, -5.554052
-5.449462, -5.575314
-5.449462, -5.596539
-5.449462, -5.616882
-5.449462, -5.639544
-5.449462, -5.660067
-5.449462, -5.681482
-5.011916, -5.703833
-5.011916, -5.724725
-5.011916, -5.749585
-5.011916, -5.77155
-5.011916, -5.796633
-5.011916, -5.821007
-5.011916, -5.843838
-5.011916, -5.870383
-4.789591, -5.891817
-4.789591, -5.915051
-4.789591, -5.945193
-4.789591, -5.972796
-4.789591, -5.99543
-4.789591, -6.018168
-4.789591, -6.040475
-4.789591, -6.064151
-4.962969, -6.086449
-4.962969, -6.110248
-4.962969, -6.142309
-4.962969, -6.164607
-4.962969, -6.189816
-4.962969, -6.214156
-4.962969, -6.240227
-4.962969, -6.2651
-5.122733, -6.28762
-5.122733, -6.313852
-5.122733, -6.345428
-5.122733, -6.369722
-5.122733, -6.3953
-5.122733, -6.419936
-5.122733, -6.442172
-5.122733, -6.467851
-5.131006, -6.489065
-5.131006, -6.511046
-5.131006, -6.536705
-5.131006, -6.563639
-5.131006, -6.585235
-5.131006, -6.608006
-5.131006, -6.631947
-5.131006, -6.656439
-4.885507, -6.680409
-4.885507, -6.701971
-4.885507, -6.738322
-4.885507, -6.765041
-4.885507, -6.79122
-4.885507, -6.815226
-4.885507, -6.840815
-4.690886, -6.864617
-4.690886, -6.890503
-4.690886, -6.917614
-4.690886, -6.942152
-4.690886, -6.9706
-4.690886, -6.993956
-4.690886, -7.018197
-4.690886, -7.042729
-5.111027, -7.065035
-5.111027, -7.087107
-5.111027, -7.113811
-5.111027, -7.135865
-5.111027, -7.159479
-5.111027, -7.183684
-5.111027, -7.207598
-5.111027, -7.230513
-4.799128, -7.253543
-4.799128, -7.276339
-4.799128, -7.304556
-4.799128, -7.328676
-4.799128, -7.352785
-4.799128, -7.37441
-4.799128, -7.397914
-4.799128, -7.419668
-4.799128, -7.441996
-5.396008, -7.465357
-5.396008, -7.487962
-5.396008, -7.515242
-5.396008, -7.538261
-5.396008, -7.562412
-5.396008, -7.585956
-5.396008, -7.609469
-5.396008, -7.633259
-4.828334, -7.654759
-4.828334, -7.677737
-4.828334, -7.704072
-4.828334, -7.729793
-4.828334, -7.75742
-4.828334, -7.78266
-4.828334, -7.80832
-4.828334, -7.831086
-5.038929, -7.852645
-5.038929, -7.87473
-5.038929, -7.900336
-5.038929, -7.926928
-5.038929, -7.951257
-5.038929, -7.97358
-5.038929, -7.995328
-5.038929, -8.018781
-4.803038, -8.041094
-4.803038, -8.062734
-4.803038, -8.087882
-4.803038, -8.116402
-4.803038, -8.139215
-4.803038, -8.161356
-4.803038, -8.183534
-4.19116, -8.205429
-4.19116, -8.258218
-4.19116, -8.283093
-4.19116, -8.307177
-4.19116, -8.330831
-4.19116, -8.352532
-4.19116, -8.375685
-4.19116, -8.402655
-5.73523, -8.430469
-5.73523, -8.452832
-5.73523, -8.477896
-5.73523, -8.505277
-5.73523, -8.527572
-5.73523, -8.551061
-5.73523, -8.574091
-5.73523, -8.597555
-5.73523, -8.62044
-5.419612, -8.643269
-5.419612, -8.665598
-5.419612, -8.691174
-5.419612, -8.717196
-5.419612, -8.73834
-5.419612, -8.762542
-5.419612, -8.784617
-5.419612, -8.809368
-4.838991, -8.832996
-4.838991, -8.854392
-4.838991, -8.880843
-4.838991, -8.903749
-4.838991, -8.928715
-4.838991, -8.950613
-4.838991, -8.973155
-4.838991, -8.995481
-4.766846, -9.020111
-4.766846, -9.045865
-4.766846, -9.07583
-4.766846, -9.103301
-4.766846, -9.13208
-4.766846, -9.164005
-4.766846, -9.190543
-4.98693, -9.215935
-4.98693, -9.242464
-4.98693, -9.270808
-4.98693, -9.297505
-4.98693, -9.324973
-4.98693, -9.350845
-4.98693, -9.37757
-4.810929, -9.404659
-4.810929, -9.434452
-4.810929, -9.466907
-4.810929, -9.491969
-4.810929, -9.518381
-4.810929, -9.543489
-4.810929, -9.570277
-4.810929, -9.597047
-5.526352, -9.621422
-5.526352, -9.649043
-5.526352, -9.6777
-5.526352, -9.706047
-5.526352, -9.73313
-5.526352, -9.758574
-5.526352, -9.787055
-4.973793, -9.816621
-4.973793, -9.841499
-4.973793, -9.872966
-4.973793, -9.900662
-4.973793, -9.928386
-4.973793, -9.956479
-4.973793, -9.9849
-4.985619, -10.01227
-4.985619, -5.002175
-4.985619, -5.035088
-4.985619, -5.061744
-4.985619, -5.089039
-4.985619, -5.116675
-4.985619, -5.142886
-4.92537, -5.167106
-4.92537, -5.014408
-4.92537, -5.048776
-4.92537, -5.076989
-4.92537, -5.102773
-4.92537, -5.125975
-4.92537, -5.154248
-5.074573, -5.184787
-5.074573, -4.9508
-5.074573, -4.977987
-5.074573, -5.000865
-5.074573, -5.029116
-5.074573, -5.061367
-5.074573, -5.094356
-5.110264, -5.125865
-5.110264, -5.105592
-5.110264, -5.137565
-5.110264, -5.16511
-5.110264, -5.193791
-5.110264, -5.21937
-5.110264, -5.242231
-4.825449, -5.263973
-4.825449, -5.134211
-4.825449, -5.159791
-4.825449, -5.182322
-4.825449, -5.206908
-4.825449, -5.234845
-4.825449, -5.258007
-4.825449, -5.283299
-5.06916, -4.851341
-5.06916, -4.851558
-5.06916, -4.881731
-5.06916, -4.91153
-5.06916, -4.937398
-5.06916, -4.962496
-5.06916, -4.986363
-4.808521, -5.014102
-4.808521, -5.097098
-4.808521, -5.126376
-4.808521, -5.15162
-4.808521, -5.178267
-4.808521, -5.202526
-4.808521, -5.224356
-4.808521, -5.249385
-5.200815, -4.832376
-5.200815, -4.830519
-5.200815, -4.854621
-5.200815, -4.87832
-5.200815, -4.899943
-5.200815, -4.923758
-5.200815, -4.947957
-5.200815, -4.972488
-4.805982, -4.997127
-4.805982, -5.222825
-4.805982, -5.251156
-4.805982, -5.278472
-4.805982, -5.307222
-4.805982, -5.33359
-4.805982, -5.360707
-4.805982, -5.384501
-5.311847, -4.830828
-5.311847, -4.829742
-5.311847, -4.856732
-5.311847, -4.883668
-5.311847, -4.910554
-5.311847, -4.935981
-5.311847, -4.963505
-4.657447, -4.988743
-4.657447, -5.340313
-4.657447, -5.368626
-4.657447, -5.39465
-4.657447, -5.421556
-4.657447, -5.448931
-4.657447, -5.472906
-4.657447, -4.681357
-5.31745, -4.681094
-5.31745, -4.680944
-5.31745, -4.707209
-5.31745, -4.730486
-5.31745, -4.757697
-5.31745, -4.786808
-5.31745, -4.813599
-4.726112, -4.842913
-4.726112, -5.343341
-4.726112, -5.372517
-4.726112, -5.401092
-4.726112, -5.42769
-4.726112, -5.454782
-4.726112, -5.480616
-4.726112, -4.749467
-5.356431, -4.749821
-5.356431, -4.752312
-5.356431, -4.778923
-5.356431, -4.805464
-5.356431, -4.831686
-5.356431, -4.858719
-5.356431, -4.882698
-4.659474, -4.909026
-4.659474, -5.38141
-4.659474, -5.407941
-4.659474, -5.432763
-4.659474, -5.460255
-4.659474, -5.482284
-4.659474, -5.507113
-4.659474, -4.682044
-4.979253, -4.681647
-4.979253, -4.681756
-4.979253, -4.706661
-4.979253, -4.732253
-4.979253, -4.754379
-4.979253, -4.786403
-4.979253, -4.817755
-4.979253, -5.003379
-5.224109, -5.001825
-5.224109, -5.005222
-5.224109, -5.031075
-5.224109, -5.054681
-5.224109, -5.078317
